Helmet,8,70,13,9,FRAME00050.jpg,128,128
Cyclist,23,56,78,55,FRAME00051.jpg,128,128
Helmet,23,69,14,11,FRAME00051.jpg,128,128
Cyclist,41,56,74,56,FRAME00052.jpg,128,128
Helmet,41,69,15,11,FRAME00052.jpg,128,128
Cyclist,73,55,55,57,FRAME00053.jpg,128,128
Helmet,79,68,17,11,FRAME00053.jpg,128,128
Cyclist,0,58,49,56,FRAME00055.jpg,128,128
Hovding,0,65,10,10,FRAME00055.jpg,128,128
Cyclist,0,56,70,58,FRAME00056.jpg,128,128
Hovding,23,65,12,10,FRAME00056.jpg,128,128
Cyclist,20,55,71,59,FRAME00057.jpg,128,128
Hovding,48,65,13,8,FRAME00057.jpg,128,128
Cyclist,40,53,69,60,FRAME00058.jpg,128,128
Hovding,72,62,14,11,FRAME00058.jpg,128,128
Cyclist,61,50,64,61,FRAME00059.jpg,128,128
Hovding,98,59,11,9,FRAME00059.jpg,128,128
Hovding,118,56,10,9,FRAME00060.jpg,128,128
Cyclist,82,48,46,63,FRAME00060.jpg,128,128
Hovding,93,65,19,13,FRAME00062.jpg,128,128
Cyclist,67,58,61,65,FRAME00062.jpg,128,128
Cyclist,0,61,70,58,FRAME00065.jpg,128,128
Cyclist,18,59,78,59,FRAME00066.jpg,128,128
Cyclist,44,58,75,59,FRAME00067.jpg,128,128
Cyclist,70,55,58,61,FRAME00068.jpg,128,128
Cyclist,0,64,67,57,FRAME00069.jpg,128,128
Helmet,13,63,19,13,FRAME00069.jpg,128,128
Cyclist,17,64,80,57,FRAME00070.jpg,128,128
Helmet,53,64,21,13,FRAME00070.jpg,128,128
Helmet,96,61,18,11,FRAME00071.jpg,128,128
Cyclist,46,61,78,60,FRAME00071.jpg,128,128
Cyclist,70,62,58,62,FRAME00072.jpg,128,128
Cyclist,56,62,72,62,FRAME00073.jpg,128,128
Cyclist,43,61,82,63,FRAME00074.jpg,128,128
Cyclist,29,62,82,62,FRAME00075.jpg,128,128
Cyclist,17,62,79,63,FRAME00076.jpg,128,128
Cyclist,5,62,77,64,FRAME00077.jpg,128,128
Cyclist,0,61,68,65,FRAME00078.jpg,128,128
Cyclist,22,52,100,68,FRAME00079.jpg,128,128
Cyclist,39,51,89,67,FRAME00080.jpg,128,128
Cyclist,56,51,72,64,FRAME00081.jpg,128,128
Cyclist,73,49,55,62,FRAME00082.jpg,128,128
Cyclist,90,48,38,62,FRAME00083.jpg,128,128
Cyclist,0,61,51,55,FRAME00084.jpg,128,128
Cyclist,0,60,68,54,FRAME00085.jpg,128,128
Cyclist,6,60,79,56,FRAME00086.jpg,128,128
Cyclist,25,59,75,56,FRAME00087.jpg,128,128
Cyclist,46,57,68,56,FRAME00088.jpg,128,128
Cyclist,64,54,62,57,FRAME00089.jpg,128,128
Cyclist,82,51,46,57,FRAME00090.jpg,128,128
Cyclist,0,56,56,57,FRAME00091.jpg,128,128
Helmet,14,56,13,11,FRAME00091.jpg,128,128
Cyclist,19,55,68,56,FRAME00092.jpg,128,128
Helmet,52,55,15,11,FRAME00092.jpg,128,128
Cyclist,50,51,65,58,FRAME00093.jpg,128,128
Helmet,93,51,13,9,FRAME00093.jpg,128,128
Cyclist,81,49,47,57,FRAME00094.jpg,128,128
